,NAME,LEVEL,PERIOD,URL
35,パラレルキャリア～組織に依存しない働き方～,実践知,0h 15m,https://unlimited.globis.co.jp/ja/courses/2cdb909b
36,【3月31日までの限定公開】ダイバーシティニュース　教育／藤原和博（1/31放送）,知見録 Premium,0h 42m,https://unlimited.globis.co.jp/ja/courses/26e6a200
37,おかしな企業風土を変えたいときは「アンコンシャス・バイアス」を発見・指摘せよ／みんなの相談室Premium,知見録 Premium,0h 14m,https://unlimited.globis.co.jp/ja/courses/1885dfe4
38,できるビジネスパーソンが陥りがちな「アクティブ・ノンアクションの罠」から抜け出そう！／みんなの相談室Premium,知見録 Premium,0h 08m,https://unlimited.globis.co.jp/ja/courses/6361ad1c
39,自分の成長に不安を抱いたときは「アンゾフの成長マトリクス」で考えよう／みんなの相談室Premium,知見録 Premium,0h 11m,https://unlimited.globis.co.jp/ja/courses/f13544b7
40,仕事が出来ると思われるためには「期待値のコントロール」を意識せよ！／みんなの相談室Premium,知見録 Premium,0h 09m,https://unlimited.globis.co.jp/ja/courses/19f2f7ca
41,勉強する習慣をつけたい人は「BPR」で仕事もプライベートも充実させよう／みんなの相談室Premium,知見録 Premium,0h 08m,https://unlimited.globis.co.jp/ja/courses/a2fe638c
42,今後のキャリアを考えるときは「ワーク・オートノミー」獲得に目を向けよう／みんなの相談室Premium,知見録 Premium,0h 10m,https://unlimited.globis.co.jp/ja/courses/16c1801c
43,給与アップ・キャリアアップを狙う人は「プランド・ハップンスタンス理論」を活用しよう／みんなの相談室Premium,知見録 Premium,0h 08m,https://unlimited.globis.co.jp/ja/courses/8be4a56b
44,ジェネラリストorスペシャリスト、どちらが良い？　「プロティアン・キャリア」を歩もう／みんなの相談室Premium,知見録 Premium,0h 15m,https://unlimited.globis.co.jp/ja/courses/58986e29
45,リーダーの挑戦⑱　有森裕子氏（元プロマラソンランナー）,知見録 Premium,0h 51m,https://unlimited.globis.co.jp/ja/courses/cffbf85b
46,「努力する人は夢中な人に勝てない」生産者と共に歩む一次産業サービスの魅力～秋元里奈氏（株式会社ビビッドガーデン　代表取締役社長）,知見録 Premium,0h 18m,https://unlimited.globis.co.jp/ja/courses/ceb5707c
47,信頼される人が報われる転職市場に！日本のキャリアSNS～岩崎由夏氏（株式会社YOUTRUST　代表取締役）,知見録 Premium,0h 19m,https://unlimited.globis.co.jp/ja/courses/99e8cd50
48,仕事も休みも大切にして自分らしく生きる！フィンランドに学ぶ「働き方」の秘訣～堀内都喜子氏（フィンランド大使館）,知見録 Premium,0h 13m,https://unlimited.globis.co.jp/ja/courses/052a26fe
49,就職・転職で仕事を選ぶときには「マトリクス」を使って考えよう／みんなの相談室Premium,知見録 Premium,0h 08m,https://unlimited.globis.co.jp/ja/courses/045453a8
50,プロ野球からコンサルへ異例の転身！次世代のセカンドキャリア～久古健太郎氏（デロイト トーマツ コンサルティング／元東京ヤクルトスワローズ）,知見録 Premium,0h 10m,https://unlimited.globis.co.jp/ja/courses/850c2db6
51,自分のキャリアを考えるときは「キャリア・アンカー」を理解せよ！／みんなの相談室Premium,知見録 Premium,0h 13m,https://unlimited.globis.co.jp/ja/courses/db0c5bc1
52,英語が苦手・内向的な性格…でも「シリコンバレーで起業する方法」～山田俊輔氏（Remotehour創業者）,知見録 Premium,0h 20m,https://unlimited.globis.co.jp/ja/courses/b2bbde80
53,“自分軸”を持って生産性向上！リモートワークとの上手な付き合い方～山内貴弘氏（株式会社クレスコ）,知見録 Premium,0h 21m,https://unlimited.globis.co.jp/ja/courses/c2e7d254
54,マーケターのように生きろ～「自分の価値」を最大化する生き方～井上大輔氏（ソフトバンク株式会社）,知見録 Premium,0h 09m,https://unlimited.globis.co.jp/ja/courses/099fa25e
55,不安やストレスに打ち勝つ「最強メンタル」のつくり方,知見録 Premium,0h 08m,https://unlimited.globis.co.jp/ja/courses/05a525f5
56,ホリエモンチャンネルMCが教える！誰にでも堂々と振る舞えるコミュニケーション術,知見録 Premium,0h 11m,https://unlimited.globis.co.jp/ja/courses/4c41e76e
57,ビジネスのパフォーマンスを最大化する！医者が教える正しいサウナの入り方,知見録 Premium,0h 17m,https://unlimited.globis.co.jp/ja/courses/3d877d26
58,志を培う「コミュニケーション」の本質とは？～伊藤羊一×紺野俊介×島田久仁彦×田中愼一×木暮太一,知見録 Premium,0h 57m,https://unlimited.globis.co.jp/ja/courses/10f2172e
59,起業は不幸か幸せか～家入一真×石川善樹×矢野和男×塩田元規,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/9a864d71
60,出口治明が説く「これからの時代を生き抜く力」,知見録 Premium,1h 05m,https://unlimited.globis.co.jp/ja/courses/6926deb8
61,大阿闍梨　塩沼亮潤が死の手前で見つけた「生き方」,知見録 Premium,1h 01m,https://unlimited.globis.co.jp/ja/courses/83005f5c
