,NAME,LEVEL,PERIOD,URL
22,グローバルNo1企業を日本から輩出するための「スタートアップエコシステム」を議論する～各務茂夫×亀山敬司×高宮慎一×松尾豊×松本恭攝,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/72abd356
23,【2月28日までの限定公開】ダイバーシティニュース　社会／土井香苗（1/3放送）,知見録 Premium,0h 42m,https://unlimited.globis.co.jp/ja/courses/e46a39a7
24,【2月28日までの限定公開】ダイバーシティニュース　社会／乙武洋匡（12/27放送）,知見録 Premium,0h 40m,https://unlimited.globis.co.jp/ja/courses/1c72885a
25,ビジネスとクリエイティブの垣根を超える「デザイン経営」の最前線～小濱英之×田川欣哉×吉松徹郎×井上英明,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/6cf9ba42
26,起業を考えるときには「リーンスタートアップ」を心掛けよ！／みんなの相談室Premium,知見録 Premium,0h 09m,https://unlimited.globis.co.jp/ja/courses/c969776d
27,「映像から未来をつくる」世界を革新するクラウドプラットフォーム～佐渡島隆平氏（セーフィー株式会社）,知見録 Premium,0h 10m,https://unlimited.globis.co.jp/ja/courses/f92603dd
28,日本最大級のCtoCハンドメイドEC　クリーマ成功の秘訣,知見録 Premium,0h 35m,https://unlimited.globis.co.jp/ja/courses/d50e3724
29,エンジニアから起業家へ　スマートホーム市場への挑戦,知見録 Premium,0h 07m,https://unlimited.globis.co.jp/ja/courses/f336976f
30,「お花のサブスク」実現までの道のり,知見録 Premium,0h 11m,https://unlimited.globis.co.jp/ja/courses/df927692
31,「宇宙ビジネス」はやらなければいけない社会課題である！宇宙に挑む起業家たち～岡島礼奈×袴田武史×堀江貴文×戸田拓夫,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/56f77bf6
32,イノベーション力の高い組織をつくるためにすべきこととは？～岩村水樹×田川欣哉×山口有希子×梅澤高明,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/6b87a3db
33,ユニコーンを輩出する生態系をつくるには～各務茂夫×鈴木規文×髙原康次×堤達生×今野穣,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/fb3715b9
34,「デザイン経営」とは何か？なぜ今、企業に必要なのかを考える～大木秀晃×田川欣哉×松本恭攝×梅澤高明,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/37cc1793
35,日本の「宇宙ビジネス」の展望、未来を議論する～岡島礼奈×鈴木隼人×中村友哉×山崎直子×渡辺その子,知見録 Premium,0h 57m,https://unlimited.globis.co.jp/ja/courses/f094af9f
36,「オープンイノベーション」のすすめ方～西城洋志×平将明×中尾光宏×春田真×仮屋薗聡一,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/a5251363
37,「デザイン経営」によるブランド構築とイノベーション～臼井重雄×田川欣哉×濱田優貴×梅澤高明,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/88f32fb0
38,ビジネス・経営に活かせる「デザインセンス」の磨き方～Takramビジネスデザイナー佐々木康裕,知見録 Premium,1h 59m,https://unlimited.globis.co.jp/ja/courses/724723ef
39,関西ベンチャー企業が勝ち残るための戦略とは？～岩田進×金谷元気×藪ノ賢次×中野智哉,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/7fe662ba
40,世界を魅了し続ける日本の食をめぐるイノベーションとは～大島千世子×徳岡邦夫×吉田佳代×門上武司,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/8a1aa271
