,NAME,LEVEL,PERIOD,URL
23,テクノベート・ストラテジー（前編）,中級,0h 54m,https://unlimited.globis.co.jp/ja/courses/4f41c435
24,ビジネスパーソンの新しい必須知識「テクノベート」基礎,中級,1h 25m,https://unlimited.globis.co.jp/ja/courses/8ed57ebc
25,こんなに便利！Google ドキュメント,実践知,0h 23m,https://unlimited.globis.co.jp/ja/courses/7702cc56
26,知らなきゃ損！？Google カレンダー,実践知,0h 27m,https://unlimited.globis.co.jp/ja/courses/26ff16c7
27,丸わかり！Google Workspace,実践知,0h 14m,https://unlimited.globis.co.jp/ja/courses/18fd10c2
28,ウォーターフォールとアジャイルはどう使い分けるの？／10分で解決！みんなの相談室,実践知,0h 09m,https://unlimited.globis.co.jp/ja/courses/bb6cabdd
29,未経験ですがエンジニアになりたいです！／10分で解決！みんなの相談室,実践知,0h 07m,https://unlimited.globis.co.jp/ja/courses/ad70fef5
30,IT分野ってまず何から学べばいいの？／10分で解決！みんなの相談室,実践知,0h 05m,https://unlimited.globis.co.jp/ja/courses/a0209d43
31,開発エンジニアと話が噛み合いません...／10分で解決！みんなの相談室,実践知,0h 07m,https://unlimited.globis.co.jp/ja/courses/e093e637
32,IT新規事業でまずやることって何？／10分で解決！みんなの相談室,実践知,0h 06m,https://unlimited.globis.co.jp/ja/courses/5286e3fa
33,はじめてのアプリ企画！DX冒険物語,実践知,0h 44m,https://unlimited.globis.co.jp/ja/courses/8c0662b8
34,DXとは何か～実践編：ドワンゴ・KADOKAWAの事例から学ぶ企業変革～,実践知,0h 31m,https://unlimited.globis.co.jp/ja/courses/810a8f12
35,DXとは何か～基礎編：GAFAな働き方から学ぶ企業変革～,実践知,0h 27m,https://unlimited.globis.co.jp/ja/courses/d4b879c7
36,アフターデジタル時代のビジネスと組織・リーダーに必要なこと,実践知,0h 45m,https://unlimited.globis.co.jp/ja/courses/36185f31
37,達人の一冊／アンドロイドは電気羊の夢を見るか,実践知,0h 06m,https://unlimited.globis.co.jp/ja/courses/a322e88b
38,Forecast Tech～最新予測技術を明日から仕事に活かす～,実践知,0h 33m,https://unlimited.globis.co.jp/ja/courses/c43dd44d
39,ビジネスでのデータ活用,実践知,0h 56m,https://unlimited.globis.co.jp/ja/courses/8d4dc5a0
40,非エンジニアが持つべき発注者視点,実践知,0h 48m,https://unlimited.globis.co.jp/ja/courses/57a7e865
41,データサイエンスの潮流とビジネスへの実践,実践知,1h 09m,https://unlimited.globis.co.jp/ja/courses/f4d9fc54
42,【3月31日までの限定公開】ダイバーシティニュース　テクノロジー／清水亮（1/28放送）,知見録 Premium,0h 43m,https://unlimited.globis.co.jp/ja/courses/b79c9d68
43,【2月28日までの限定公開】ダイバーシティニュース　テクノロジー／宋美玄（1/21放送）,知見録 Premium,0h 46m,https://unlimited.globis.co.jp/ja/courses/54fbf1ae
44,【2月28日までの限定公開】ダイバーシティニュース　テクノロジー／中村友哉（1/14放送）,知見録 Premium,0h 43m,https://unlimited.globis.co.jp/ja/courses/0f80504e
45,【2月28日までの限定公開】ダイバーシティニュース　テクノロジー／鈴木寛（1/7放送）,知見録 Premium,0h 44m,https://unlimited.globis.co.jp/ja/courses/da45ee3e
46,【2月28日までの限定公開】ダイバーシティニュース　テクノロジー／山崎直子（12/31放送）,知見録 Premium,0h 41m,https://unlimited.globis.co.jp/ja/courses/cb1d188d
47,【2月28日までの限定公開】ダイバーシティニュース　テクノロジー／清水亮（12/24放送）,知見録 Premium,0h 43m,https://unlimited.globis.co.jp/ja/courses/8e263a50
48,キャッシュレスの次の世界はどうなるのか？～小澤隆生×越智隆雄×高家正行×辻庸介,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/23a71fdb
49,コロナを機に次世代の教育を考える～伊原木隆太×國領二郎×柴山昌彦×水野雄介×漆紫穂子,知見録 Premium,0h 59m,https://unlimited.globis.co.jp/ja/courses/c134f249
50,どうなる？日本社会のDXとデジタル庁～時田隆仁×南壮一郎×村井英樹×山口明夫×平将明,知見録 Premium,0h 57m,https://unlimited.globis.co.jp/ja/courses/f4c20a5b
51,"VRアートが1,300万円で落札！NFTが創る、デジタルの未来～せきぐちあいみ氏（VRアーティスト）",知見録 Premium,0h 18m,https://unlimited.globis.co.jp/ja/courses/29afc932
52,サイバー攻撃からどう守る？DX・AI時代のサイバーセキュリティとは～佐野直人×竹内文孝×中谷昇×玉塚元一,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/200ff629
53,DXとAI時代の「製造業」のデジタル戦略～青田広幸×滝野一征×人見光夫×水上潔×島田太郎,知見録 Premium,1h 01m,https://unlimited.globis.co.jp/ja/courses/0d36472d
54,失敗しないデータ活用とAI導入～山下達朗氏（Nishika株式会社　代表取締役CEO）,知見録 Premium,0h 14m,https://unlimited.globis.co.jp/ja/courses/4ebee60d
55,農業のデジタルトランスフォーメーション（DX）の最前線～浅井雄一郎×岩佐大輝×草野隆史×栗山浩樹×神成淳司,知見録 Premium,0h 49m,https://unlimited.globis.co.jp/ja/courses/89542ba9
56,ヘルスケアDX　仮想現実による医療の進化,知見録 Premium,0h 32m,https://unlimited.globis.co.jp/ja/courses/7805f1fd
57,超高速大容量・低遅延・同時多接続「5G」が変える地方創生～栗山浩樹×藤田明久×藤田恭嗣×小林史明,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/bdede0e6
58,地域のモビリティを変える「交通革命」～近藤洋祐×松田敏之×三宅伸吾×真鍋康正,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/3869a323
59,次世代のビジネスモデル「サブスクリプション」の最新潮流～三枝幸夫×藤井保文×山崎善寛×井上陽介,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/ea1e9c69
60,AIとビッグデータを活用した「デジタル戦略」「サステイナビリティ」～川邊健太郎×住隆幸×松尾豊×島田太郎,知見録 Premium,1h 02m,https://unlimited.globis.co.jp/ja/courses/0abcefec
61,テクノロジーでどこまでいける？人材確保とビジネス拡大～佐野一機×西澤亮一×平尾丈×藪ノ賢次×中野智哉,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/b74ae2f0
62,シリコンバレー最前線！今何が起こっているのか～小林清剛×アレン・マイナー×宮田拓弥×朝倉祐介,知見録 Premium,1h 01m,https://unlimited.globis.co.jp/ja/courses/6a4041ff
63,ヤフーCSO安宅和人×鈴木寛が語る！リーダーに必要な「AI」「データ」の知識と活用法,知見録 Premium,0h 50m,https://unlimited.globis.co.jp/ja/courses/a981bb5d
64,テクノロジーが変えたメディア・コンテンツ～青木貴博×大坂武史×坂本大典×髙島宗一郎,知見録 Premium,0h 57m,https://unlimited.globis.co.jp/ja/courses/8fc7d9be
65,Vチューバーに誰もがなれる時代がやってきた！～赤川隼一×大坂武史×谷郷元昭×田中良和,知見録 Premium,1h 01m,https://unlimited.globis.co.jp/ja/courses/174f96c7
66,フロックチェーンかGAFAを破壊する！世界て勝つためのフロックチェーンを使った「儲けるヒシネス」の作り方とは？～阿部力也×國光宏尚×平野洋一郎×増島雅和×石黒不二代,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/f68a15c8
67,「シェアリングエコノミー」世界に続くサービスは日本から出るか～天沼聰×金谷元気×重松大輔×三輪謙二朗×上田祐司,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/d7f8abbb
68,日本の「科学技術力」未来はどこにある？～落合陽一×柴山昌彦×西川徹×山崎直子×山中伸弥,知見録 Premium,1h 04m,https://unlimited.globis.co.jp/ja/courses/54f24fda
69,「スマートシティ」IoT時代の次世代都市をどう作るか～東博暢×落合陽一×熊谷俊人×森俊子×森浩生×秋山咲恵,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/91a52759
70,「AIの社会実装」最新事例と今後の課題～上野山勝也×田中仁×松尾豊×草野隆史,知見録 Premium,0h 50m,https://unlimited.globis.co.jp/ja/courses/3e06105e
71,ロボット・AIの「最新活用事例」と「競争優位性」を議論する～印藤正裕×上野山勝也×北野宏明×島田太郎×秋山咲恵,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/f491bcd1
72,「PayPay」「LINE Pay」キャッシュレス決済をどうやって爆発的に普及させるか？～石川康晴×川邊健太郎×渋谷愛郎×舛田淳×辻庸介,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/ebe8fc69
73,テクノロジーは農業を変えるか～岩佐大輝×小林晋也×佐々木伸一×松本泰幸,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/b30276ac
74,「医療イノヘーション先進国」への挑戦と課題～窪田良×高橋祥子×平手晴彦×高岡美緒,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/f800cc9f
75,テクノロジーが変える「決済の未来」と「仮想通貨の可能性」とは？～北澤直×鶴岡裕太×増島雅和×辻庸介,知見録 Premium,0h 58m,https://unlimited.globis.co.jp/ja/courses/7e3568fe
76,テクノロジーが変える「シェアリングエコノミー」の未来～秋好陽介×天沼聰×金谷元気×重松大輔,知見録 Premium,1h 00m,https://unlimited.globis.co.jp/ja/courses/4a70d2c0
